date,unix,low,high,open,close,volume,vol_fiat
2024-01-05 14:00:00+00:00,1704463200,43208.44,44108.68,44025.02,43517.5,1104.97683229,48085829.29918008
2024-01-05 15:00:00+00:00,1704466800,43382.66,43842.67,43523.66,43525.45,993.46446761,43240988.01173567
2024-01-05 16:00:00+00:00,1704470400,43245.84,43622.89,43525.44,43256.79,827.89276924,35811983.66153314
2024-01-05 17:00:00+00:00,1704474000,43114.4,43658.06,43259.61,43642.56,907.76390092,39617140.51173515
2024-01-05 18:00:00+00:00,1704477600,43438.57,43717.28,43642.55,43643.66,576.07631939,25142079.01750857
2024-01-05 19:00:00+00:00,1704481200,43550.0,43845.84,43643.72,43623.3,646.73616385,28212765.696477707
2024-01-05 20:00:00+00:00,1704484800,43622.04,44443.37,43624.5,43985.82,2026.42121729,89133798.90789883
2024-01-05 21:00:00+00:00,1704488400,43616.57,44008.99,43994.28,43974.15,1061.37400666,46673019.77496784
2024-01-05 22:00:00+00:00,1704492000,43796.3,44086.22,43972.4,44009.61,416.58072737,18333555.345070023
2024-01-05 23:00:00+00:00,1704495600,44009.61,44372.58,44009.62,44186.59,618.99775821,27351400.152944405
2024-01-06 00:00:00+00:00,1704499200,44015.04,44260.95,44187.76,44108.38,355.79235756,15693424.508352352
2024-01-06 01:00:00+00:00,1704502800,43954.43,44140.4,44111.58,44013.3,209.82288481,9234997.576007972
2024-01-06 02:00:00+00:00,1704506400,43870.01,44055.03,44013.3,43946.91,233.2321773,10249833.504907144
2024-01-06 03:00:00+00:00,1704510000,43862.35,44066.11,43946.1,43973.32,249.89847669,10988865.683001911
2024-01-06 04:00:00+00:00,1704513600,43875.0,44015.96,43973.32,43891.9,144.30932422,6334010.4277318185
2024-01-06 05:00:00+00:00,1704517200,43630.15,43913.11,43891.88,43739.15,224.52015242,9820320.624721242
2024-01-06 06:00:00+00:00,1704520800,43456.5,43742.79,43739.36,43496.42,247.06157538,10746294.04859014
2024-01-06 07:00:00+00:00,1704524400,43436.5,43712.28,43494.48,43696.57,227.33682596,9933839.529138956
2024-01-06 08:00:00+00:00,1704528000,43577.58,43770.28,43696.47,43736.14,159.2642176,6965602.117944064
2024-01-06 09:00:00+00:00,1704531600,43666.83,43793.39,43733.23,43685.66,92.77449202,4052914.9150584335
2024-01-06 10:00:00+00:00,1704535200,43609.92,43799.91,43685.07,43725.13,95.58535972,4179482.279853764
2024-01-06 11:00:00+00:00,1704538800,43648.56,43736.98,43725.12,43705.54,92.21504459,4030308.319930029
2024-01-06 12:00:00+00:00,1704542400,43564.33,43784.26,43705.15,43645.2,238.5734128,10412584.31633856
2024-01-06 13:00:00+00:00,1704546000,43582.49,43771.7,43645.19,43733.91,295.98581204,12944616.865034277
2024-01-06 14:00:00+00:00,1704549600,43727.39,43958.96,43735.73,43859.42,495.56687086,21735275.5271345
2024-01-06 15:00:00+00:00,1704553200,43818.01,43937.48,43860.17,43901.64,258.75435555,11359740.565788103
2024-01-06 16:00:00+00:00,1704556800,43857.61,44010.14,43901.64,43901.82,181.08598282,7950004.222286732
2024-01-06 17:00:00+00:00,1704560400,43872.6,44040.43,43900.67,43998.26,223.10970376,9816438.754555458
2024-01-06 18:00:00+00:00,1704564000,43916.19,44179.72,44000.01,44028.64,318.17915739,14008995.57622765
2024-01-06 19:00:00+00:00,1704567600,43857.62,44054.06,44031.64,43939.48,202.65663028,8904626.953055454
2024-01-06 20:00:00+00:00,1704571200,43697.62,44042.99,43940.3,43857.88,499.77236313,21918956.32947196
2024-01-06 21:00:00+00:00,1704574800,43752.36,43971.48,43860.0,43919.4,226.06216248,9928514.538824111
2024-01-06 22:00:00+00:00,1704578400,43778.9,43956.3,43919.39,43907.26,159.384128,6998120.347969281
2024-01-06 23:00:00+00:00,1704582000,43761.83,44005.06,43907.27,43992.44,260.49113605,11459640.673211465
2024-01-07 00:00:00+00:00,1704585600,43942.72,44287.82,43992.79,44147.42,468.44454838,20680618.22404218
2024-01-07 01:00:00+00:00,1704589200,43989.42,44194.1,44143.21,43996.3,157.75366455,6940577.551641165
2024-01-07 02:00:00+00:00,1704592800,43866.4,44120.37,43996.28,43962.7,224.1892833,9855966.20493291
2024-01-07 03:00:00+00:00,1704596400,43928.96,44066.27,43959.67,43970.54,191.34892567,8413715.590129763
2024-01-07 04:00:00+00:00,1704600000,43909.78,43997.09,43971.1,43968.67,52.1243925,2291840.212782975
